classification_id,user_name,created_at,subject_ids,date_pub,normalised_date_pub,edition_statement,genre,FAST_genre_terms,FAST_subject_terms,status,comments,main_language,other_languages_summaries,summaries_language,translation,original_language,publisher,place_pub,country,retired,Image,title,BL record ID,BL shelfmark,Link to Explore,Link to digitised book,Topics from MARC record,Languages from MARC record,Genre terms from MARC record,Literary form terms from MARC record,Language of original from MARC record,Literary form/genre suggestions from Christin Hoene
249783036,8,2020-06-08 13:32:56 UTC,44344421,1893,1893,NONE,Fiction,655 7 $aFiction$2fast$0(OCoLC)fst01423787,NONE,**Finished**,,,No,,No,,"Eden, Remington & Co","London
Sydney",enk,"{'id': 62692622, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T14:20:03.436Z', 'updated_at': '2020-07-23T15:42:08.729Z', 'retired_at': '2020-07-23T15:42:08.720Z', 'subject_id': 44378243, 'retirement_reason': 'classification_count'}",vdc_000000033828_title_page.jpg,A Tale that is Told,014810180,Digital Store 012641.f.51,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014810180,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000033828,,English,,,,Fiction
239745888,12,2020-05-15 13:27:02 UTC,44305647,1893,1893,NONE,Fiction,655 7 $aFiction$2fast$0(OCoLC)fst01423787,NONE,**Finished**,,,No,,No,,"Eden, Remington & Co","London
Sydney",enk,"{'id': 62692622, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T14:20:03.436Z', 'updated_at': '2020-07-23T15:42:08.729Z', 'retired_at': '2020-07-23T15:42:08.720Z', 'subject_id': 44378243, 'retirement_reason': 'classification_count'}",vdc_000000033828_title_page.jpg,A Tale that is Told,014810180,Digital Store 012641.f.51,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014810180,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000033828,,English,,,,Fiction
263431156,3,2020-07-24 18:23:09 UTC,44331995,1877,1877,NONE,Non-fiction,,"651 7 $a England $z Bath. $2 fast $0 (OCoLC)fst01207442
655 7 $a History. $2 fast $0 (OCoLC)fst01411628
655 7 $a Lectures. $2 fast $0 (OCoLC)fst01919935",**Finished**,,,No,,No,,R. E. Peach,Bath,enk,"{'id': 62635986, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-03T14:42:59.330Z', 'updated_at': '2020-07-24T18:23:09.541Z', 'retired_at': '2020-07-24T18:23:09.519Z', 'subject_id': 44331995, 'retirement_reason': 'classification_count'}",vdc_00000000CCD8_title_page.jpg,A Lost Chapter in the History of Bath. A paper read ... 1877,014862158,Digital Store 10347.c.4. (8.),http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014862158,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000000CCD8,,English,,,,Fiction
295485340,4,2020-12-17 11:24:42 UTC,44329957,1877,1877,NONE,Non-fiction,,"651 7 $a England $z Bath. $2 fast $0 (OCoLC)fst01207442
655 7 $a History. $2 fast $0 (OCoLC)fst01411628
655 7 $a Lectures. $2 fast $0 (OCoLC)fst01919935",**Finished**,,,No,,No,,R. E. Peach,Bath,enk,"{'id': 62635986, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-03T14:42:59.330Z', 'updated_at': '2020-07-24T18:23:09.541Z', 'retired_at': '2020-07-24T18:23:09.519Z', 'subject_id': 44331995, 'retirement_reason': 'classification_count'}",vdc_00000000CCD8_title_page.jpg,A Lost Chapter in the History of Bath. A paper read ... 1877,014862158,Digital Store 10347.c.4. (8.),http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014862158,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000000CCD8,,English,,,,Fiction
254678456,9,2020-06-24 10:07:27 UTC,44335186,1877,1877,NONE,Non-fiction,,"651 7 $a England $z Bath. $2 fast $0 (OCoLC)fst01207442
655 7 $a History. $2 fast $0 (OCoLC)fst01411628
655 7 $a Lectures. $2 fast $0 (OCoLC)fst01919935",**Finished**,,,No,,No,,R. E. Peach,Bath,enk,"{'id': 62635986, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-03T14:42:59.330Z', 'updated_at': '2020-07-24T18:23:09.541Z', 'retired_at': '2020-07-24T18:23:09.519Z', 'subject_id': 44331995, 'retirement_reason': 'classification_count'}",vdc_00000000CCD8_title_page.jpg,A Lost Chapter in the History of Bath. A paper read ... 1877,014862158,Digital Store 10347.c.4. (8.),http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014862158,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000000CCD8,,English,,,,Fiction
264944791,4,2020-07-31 17:13:44 UTC,44333390,1877,1877,NONE,Non-fiction,,"651 7 $a England $z Bath. $2 fast $0 (OCoLC)fst01207442
655 7 $a History. $2 fast $0 (OCoLC)fst01411628
655 7 $a Lectures. $2 fast $0 (OCoLC)fst01919935",**Finished**,,,No,,No,,R. E. Peach,Bath,enk,"{'id': 62635986, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-03T14:42:59.330Z', 'updated_at': '2020-07-24T18:23:09.541Z', 'retired_at': '2020-07-24T18:23:09.519Z', 'subject_id': 44331995, 'retirement_reason': 'classification_count'}",vdc_00000000CCD8_title_page.jpg,A Lost Chapter in the History of Bath. A paper read ... 1877,014862158,Digital Store 10347.c.4. (8.),http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014862158,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000000CCD8,,English,,,,Fiction
249784539,8,2020-06-08 13:39:09 UTC,44342389,1877,1877,NONE,Non-fiction,,"651 7 $a England $z Bath. $2 fast $0 (OCoLC)fst01207442
655 7 $a History. $2 fast $0 (OCoLC)fst01411628
655 7 $a Lectures. $2 fast $0 (OCoLC)fst01919935",**Finished**,,,No,,No,,R. E. Peach,Bath,enk,"{'id': 62635986, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-03T14:42:59.330Z', 'updated_at': '2020-07-24T18:23:09.541Z', 'retired_at': '2020-07-24T18:23:09.519Z', 'subject_id': 44331995, 'retirement_reason': 'classification_count'}",vdc_00000000CCD8_title_page.jpg,A Lost Chapter in the History of Bath. A paper read ... 1877,014862158,Digital Store 10347.c.4. (8.),http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014862158,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000000CCD8,,English,,,,Fiction
239747531,7,2020-05-15 13:29:57 UTC,44314342,1877,1877,NONE,Non-fiction,,"651 7 $a England $z Bath. $2 fast $0 (OCoLC)fst01207442
655 7 $a History. $2 fast $0 (OCoLC)fst01411628
655 7 $a Lectures. $2 fast $0 (OCoLC)fst01919935",**Finished**,,,No,,No,,R. E. Peach,Bath,enk,"{'id': 62635986, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-03T14:42:59.330Z', 'updated_at': '2020-07-24T18:23:09.541Z', 'retired_at': '2020-07-24T18:23:09.519Z', 'subject_id': 44331995, 'retirement_reason': 'classification_count'}",vdc_00000000CCD8_title_page.jpg,A Lost Chapter in the History of Bath. A paper read ... 1877,014862158,Digital Store 10347.c.4. (8.),http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014862158,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000000CCD8,,English,,,,Fiction
263432439,3,2020-07-24 18:27:03 UTC,44367005,[1844],1844,NONE,Fiction,655 7 $aPoetry$2fast$0(OCoLC)fst01423828,NONE,**Finished**,,,No,,No,,Kay and Wilson,Hull,enk,"{'id': 62684688, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T13:03:55.526Z', 'updated_at': '2020-07-24T18:27:03.876Z', 'retired_at': '2020-07-24T18:27:03.860Z', 'subject_id': 44367005, 'retirement_reason': 'classification_count'}",vdc_0000000588A8_title_page.jpg,The Rover. A poem,014767984,Digital Store 10347.f.11. (14.),http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014767984,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000588A8,,English,,,,Poetry
295487909,4,2020-12-17 11:42:41 UTC,44334342,[1844],1844,NONE,Fiction,655 7 $aPoetry$2fast$0(OCoLC)fst01423828,NONE,**Finished**,,,No,,No,,Kay and Wilson,Hull,enk,"{'id': 62684688, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T13:03:55.526Z', 'updated_at': '2020-07-24T18:27:03.876Z', 'retired_at': '2020-07-24T18:27:03.860Z', 'subject_id': 44367005, 'retirement_reason': 'classification_count'}",vdc_0000000588A8_title_page.jpg,The Rover. A poem,014767984,Digital Store 10347.f.11. (14.),http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014767984,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000588A8,,English,,,,Poetry
254685350,9,2020-06-24 10:43:21 UTC,44339162,[1844],1844,NONE,Fiction,655 7 $aPoetry$2fast$0(OCoLC)fst01423828,NONE,**Finished**,,,No,,No,,Kay and Wilson,Hull,enk,"{'id': 62684688, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T13:03:55.526Z', 'updated_at': '2020-07-24T18:27:03.876Z', 'retired_at': '2020-07-24T18:27:03.860Z', 'subject_id': 44367005, 'retirement_reason': 'classification_count'}",vdc_0000000588A8_title_page.jpg,The Rover. A poem,014767984,Digital Store 10347.f.11. (14.),http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014767984,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000588A8,,English,,,,Poetry
265097640,7,2020-08-01 13:21:40 UTC,44328853,[1844],1844,NONE,Fiction,655 7 $aPoetry$2fast$0(OCoLC)fst01423828,NONE,**Finished**,,,No,,No,,Kay and Wilson,Hull,enk,"{'id': 62684688, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T13:03:55.526Z', 'updated_at': '2020-07-24T18:27:03.876Z', 'retired_at': '2020-07-24T18:27:03.860Z', 'subject_id': 44367005, 'retirement_reason': 'classification_count'}",vdc_0000000588A8_title_page.jpg,The Rover. A poem,014767984,Digital Store 10347.f.11. (14.),http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014767984,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000588A8,,English,,,,Poetry
249785963,8,2020-06-08 13:44:03 UTC,44341259,[1844],1844,NONE,Fiction,655 7 $aPoetry$2fast$0(OCoLC)fst01423828,NONE,**Finished**,,,No,,No,,Kay and Wilson,Hull,enk,"{'id': 62684688, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T13:03:55.526Z', 'updated_at': '2020-07-24T18:27:03.876Z', 'retired_at': '2020-07-24T18:27:03.860Z', 'subject_id': 44367005, 'retirement_reason': 'classification_count'}",vdc_0000000588A8_title_page.jpg,The Rover. A poem,014767984,Digital Store 10347.f.11. (14.),http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014767984,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000588A8,,English,,,,Poetry
239748247,15,2020-05-15 13:31:25 UTC,44305186,[1844],1844,NONE,Fiction,655 7 $aPoetry$2fast$0(OCoLC)fst01423828,NONE,**Finished**,,,No,,No,,Kay and Wilson,Hull,enk,"{'id': 62684688, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T13:03:55.526Z', 'updated_at': '2020-07-24T18:27:03.876Z', 'retired_at': '2020-07-24T18:27:03.860Z', 'subject_id': 44367005, 'retirement_reason': 'classification_count'}",vdc_0000000588A8_title_page.jpg,The Rover. A poem,014767984,Digital Store 10347.f.11. (14.),http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014767984,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000588A8,,English,,,,Poetry
263435021,3,2020-07-24 18:34:29 UTC,44378707,1867,1867,NONE,Fiction,655 7 $aPoetry$2fast$0(OCoLC)fst01423828,655 7 $aPoetry$2fast$0(OCoLC)fst01423828,**Finished**,,,No,,No,,"Saunders, Otley, and Co.",London,enk,"{'id': 62688698, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T13:38:32.664Z', 'updated_at': '2020-07-24T18:34:29.304Z', 'retired_at': '2020-07-24T18:34:29.294Z', 'subject_id': 44378707, 'retirement_reason': 'classification_count'}",vdc_000000032094_title_page.jpg,The Maiden of the Iceberg. A tale in verse,014811485,Digital Store 11649.h.2,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014811485,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000032094,,English,,,,Poetry
295490618,4,2020-12-17 12:04:57 UTC,44353714,1867,1867,NONE,Fiction,655 7 $aPoetry$2fast$0(OCoLC)fst01423828,655 7 $aPoetry$2fast$0(OCoLC)fst01423828,**Finished**,,,No,,No,,"Saunders, Otley, and Co.",London,enk,"{'id': 62688698, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T13:38:32.664Z', 'updated_at': '2020-07-24T18:34:29.304Z', 'retired_at': '2020-07-24T18:34:29.294Z', 'subject_id': 44378707, 'retirement_reason': 'classification_count'}",vdc_000000032094_title_page.jpg,The Maiden of the Iceberg. A tale in verse,014811485,Digital Store 11649.h.2,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014811485,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000032094,,English,,,,Poetry
254693267,9,2020-06-24 11:24:34 UTC,44338404,1867,1867,NONE,Fiction,655 7 $aPoetry$2fast$0(OCoLC)fst01423828,655 7 $aPoetry$2fast$0(OCoLC)fst01423828,**Finished**,,,No,,No,,"Saunders, Otley, and Co.",London,enk,"{'id': 62688698, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T13:38:32.664Z', 'updated_at': '2020-07-24T18:34:29.304Z', 'retired_at': '2020-07-24T18:34:29.294Z', 'subject_id': 44378707, 'retirement_reason': 'classification_count'}",vdc_000000032094_title_page.jpg,The Maiden of the Iceberg. A tale in verse,014811485,Digital Store 11649.h.2,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014811485,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000032094,,English,,,,Poetry
265106508,7,2020-08-01 14:28:11 UTC,44333175,1867,1867,NONE,Fiction,655 7 $aPoetry$2fast$0(OCoLC)fst01423828,655 7 $aPoetry$2fast$0(OCoLC)fst01423828,**Finished**,,,No,,No,,"Saunders, Otley, and Co.",London,enk,"{'id': 62688698, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T13:38:32.664Z', 'updated_at': '2020-07-24T18:34:29.304Z', 'retired_at': '2020-07-24T18:34:29.294Z', 'subject_id': 44378707, 'retirement_reason': 'classification_count'}",vdc_000000032094_title_page.jpg,The Maiden of the Iceberg. A tale in verse,014811485,Digital Store 11649.h.2,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014811485,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000032094,,English,,,,Poetry
249787965,8,2020-06-08 13:50:49 UTC,44381034,1867,1867,NONE,Fiction,655 7 $aPoetry$2fast$0(OCoLC)fst01423828,655 7 $aPoetry$2fast$0(OCoLC)fst01423828,**Finished**,,,No,,No,,"Saunders, Otley, and Co.",London,enk,"{'id': 62688698, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T13:38:32.664Z', 'updated_at': '2020-07-24T18:34:29.304Z', 'retired_at': '2020-07-24T18:34:29.294Z', 'subject_id': 44378707, 'retirement_reason': 'classification_count'}",vdc_000000032094_title_page.jpg,The Maiden of the Iceberg. A tale in verse,014811485,Digital Store 11649.h.2,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014811485,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000032094,,English,,,,Poetry
239748308,12,2020-05-15 13:31:34 UTC,44305626,1867,1867,NONE,Fiction,655 7 $aPoetry$2fast$0(OCoLC)fst01423828,655 7 $aPoetry$2fast$0(OCoLC)fst01423828,**Finished**,,,No,,No,,"Saunders, Otley, and Co.",London,enk,"{'id': 62688698, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T13:38:32.664Z', 'updated_at': '2020-07-24T18:34:29.304Z', 'retired_at': '2020-07-24T18:34:29.294Z', 'subject_id': 44378707, 'retirement_reason': 'classification_count'}",vdc_000000032094_title_page.jpg,The Maiden of the Iceberg. A tale in verse,014811485,Digital Store 11649.h.2,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014811485,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000032094,,English,,,,Poetry
263437366,3,2020-07-24 18:42:11 UTC,44378043,1878,1878,NONE,Fiction,655 7 $aNovels$2fast$0(OCoLC)fst01921742,NONE,**Finished**,,,No,,No,,Remington and Co.,London,enk,"{'id': 62689610, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T13:47:39.722Z', 'updated_at': '2020-07-24T18:42:11.475Z', 'retired_at': '2020-07-24T18:42:11.464Z', 'subject_id': 44378043, 'retirement_reason': 'classification_count'}",vdc_000000033030_title_page.jpg,Pandora's Box. A novel,014830538,Digital Store 12641.bb.18,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014830538,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000033030,,English,,,,Novels
295507186,4,2020-12-17 14:07:13 UTC,44355064,1878,1878,NONE,Fiction,655 7 $aNovels$2fast$0(OCoLC)fst01921742,NONE,**Finished**,,,No,,No,,Remington and Co.,London,enk,"{'id': 62689610, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T13:47:39.722Z', 'updated_at': '2020-07-24T18:42:11.475Z', 'retired_at': '2020-07-24T18:42:11.464Z', 'subject_id': 44378043, 'retirement_reason': 'classification_count'}",vdc_000000033030_title_page.jpg,Pandora's Box. A novel,014830538,Digital Store 12641.bb.18,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014830538,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000033030,,English,,,,Novels
254694349,11,2020-06-24 11:30:47 UTC,44324772,1878,1878,NONE,Fiction,655 7 $aNovels$2fast$0(OCoLC)fst01921742,NONE,**Finished**,,,No,,No,,Remington and Co.,London,enk,"{'id': 62689610, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T13:47:39.722Z', 'updated_at': '2020-07-24T18:42:11.475Z', 'retired_at': '2020-07-24T18:42:11.464Z', 'subject_id': 44378043, 'retirement_reason': 'classification_count'}",vdc_000000033030_title_page.jpg,Pandora's Box. A novel,014830538,Digital Store 12641.bb.18,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014830538,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000033030,,English,,,,Novels
265107895,7,2020-08-01 14:41:26 UTC,44351845,1878,1878,NONE,Fiction,655 7 $aNovels$2fast$0(OCoLC)fst01921742,NONE,**Finished**,,,No,,No,,Remington and Co.,London,enk,"{'id': 62689610, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T13:47:39.722Z', 'updated_at': '2020-07-24T18:42:11.475Z', 'retired_at': '2020-07-24T18:42:11.464Z', 'subject_id': 44378043, 'retirement_reason': 'classification_count'}",vdc_000000033030_title_page.jpg,Pandora's Box. A novel,014830538,Digital Store 12641.bb.18,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014830538,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000033030,,English,,,,Novels
249791530,8,2020-06-08 14:02:06 UTC,44337428,1878,1878,NONE,Fiction,655 7 $aNovels$2fast$0(OCoLC)fst01921742,NONE,**Finished**,,,No,,No,,Remington and Co.,London,enk,"{'id': 62689610, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T13:47:39.722Z', 'updated_at': '2020-07-24T18:42:11.475Z', 'retired_at': '2020-07-24T18:42:11.464Z', 'subject_id': 44378043, 'retirement_reason': 'classification_count'}",vdc_000000033030_title_page.jpg,Pandora's Box. A novel,014830538,Digital Store 12641.bb.18,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014830538,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000033030,,English,,,,Novels
239751263,12,2020-05-15 13:38:30 UTC,44305659,1878,1878,NONE,Fiction,655 7 $aNovels$2fast$0(OCoLC)fst01921742,NONE,**Finished**,,,No,,No,,Remington and Co.,London,enk,"{'id': 62689610, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T13:47:39.722Z', 'updated_at': '2020-07-24T18:42:11.475Z', 'retired_at': '2020-07-24T18:42:11.464Z', 'subject_id': 44378043, 'retirement_reason': 'classification_count'}",vdc_000000033030_title_page.jpg,Pandora's Box. A novel,014830538,Digital Store 12641.bb.18,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014830538,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000033030,,English,,,,Novels
263438963,3,2020-07-24 18:48:36 UTC,44378162,MDCCXCIII,1793,NONE,Fiction,655 7 $aPoetry$2fast$0(OCoLC)fst01423828,NONE,**Finished**,,,No,,No,,T. Spilsbury and Son [printer],London,enk,"{'id': 62693316, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T14:29:12.854Z', 'updated_at': '2020-07-24T18:48:36.308Z', 'retired_at': '2020-07-24T18:48:36.299Z', 'subject_id': 44378162, 'retirement_reason': 'classification_count'}",vdc_000000028950_title_page.jpg,Poems,014823819,Digital Store 11642.e.37 ; Digital Store 1466.h.9,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014823819,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000028950,,English,,,,Poetry
295512974,4,2020-12-17 14:35:09 UTC,44334863,MDCCXCIII,1793,NONE,Fiction,655 7 $aPoetry$2fast$0(OCoLC)fst01423828,NONE,**Finished**,,,No,,No,,T. Spilsbury and Son [printer],London,enk,"{'id': 62693316, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T14:29:12.854Z', 'updated_at': '2020-07-24T18:48:36.308Z', 'retired_at': '2020-07-24T18:48:36.299Z', 'subject_id': 44378162, 'retirement_reason': 'classification_count'}",vdc_000000028950_title_page.jpg,Poems,014823819,Digital Store 11642.e.37 ; Digital Store 1466.h.9,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014823819,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000028950,,English,,,,Poetry
254698361,9,2020-06-24 11:57:02 UTC,44338066,MDCCXCIII,1793,NONE,Fiction,655 7 $aPoetry$2fast$0(OCoLC)fst01423828,NONE,**Finished**,,,No,,No,,T. Spilsbury and Son [printer],London,enk,"{'id': 62693316, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T14:29:12.854Z', 'updated_at': '2020-07-24T18:48:36.308Z', 'retired_at': '2020-07-24T18:48:36.299Z', 'subject_id': 44378162, 'retirement_reason': 'classification_count'}",vdc_000000028950_title_page.jpg,Poems,014823819,Digital Store 11642.e.37 ; Digital Store 1466.h.9,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014823819,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000028950,,English,,,,Poetry
265108907,7,2020-08-01 14:50:05 UTC,44328448,MDCCXCIII,1793,NONE,Fiction,655 7 $aPoetry$2fast$0(OCoLC)fst01423828,NONE,**Finished**,,,No,,No,,T. Spilsbury and Son [printer],London,enk,"{'id': 62693316, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T14:29:12.854Z', 'updated_at': '2020-07-24T18:48:36.308Z', 'retired_at': '2020-07-24T18:48:36.299Z', 'subject_id': 44378162, 'retirement_reason': 'classification_count'}",vdc_000000028950_title_page.jpg,Poems,014823819,Digital Store 11642.e.37 ; Digital Store 1466.h.9,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014823819,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000028950,,English,,,,Poetry
250448962,8,2020-06-10 08:00:01 UTC,44381956,MDCCXCIII,1793,NONE,Fiction,655 7 $aPoetry$2fast$0(OCoLC)fst01423828,NONE,**Finished**,,,No,,No,,T. Spilsbury and Son [printer],London,enk,"{'id': 62693316, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T14:29:12.854Z', 'updated_at': '2020-07-24T18:48:36.308Z', 'retired_at': '2020-07-24T18:48:36.299Z', 'subject_id': 44378162, 'retirement_reason': 'classification_count'}",vdc_000000028950_title_page.jpg,Poems,014823819,Digital Store 11642.e.37 ; Digital Store 1466.h.9,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014823819,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000028950,,English,,,,Poetry
239751992,15,2020-05-15 13:40:16 UTC,44305212,MDCCXCIII,1793,NONE,Fiction,655 7 $aPoetry$2fast$0(OCoLC)fst01423828,NONE,**Finished**,,,No,,No,,T. Spilsbury and Son [printer],London,enk,"{'id': 62693316, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T14:29:12.854Z', 'updated_at': '2020-07-24T18:48:36.308Z', 'retired_at': '2020-07-24T18:48:36.299Z', 'subject_id': 44378162, 'retirement_reason': 'classification_count'}",vdc_000000028950_title_page.jpg,Poems,014823819,Digital Store 11642.e.37 ; Digital Store 1466.h.9,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014823819,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000028950,,English,,,,Poetry
263548128,3,2020-07-25 05:59:55 UTC,44368134,MDCCCLI,1851,"New edition, illustrated by maps",Non-fiction,,650 7 $aPhysical geography$2fast$0(OCoLC)fst01062647,**Finished**,,,No,,No,,William Tegg & Co.,London,enk,"{'id': 62681947, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T12:36:01.349Z', 'updated_at': '2020-07-25T05:59:55.978Z', 'retired_at': '2020-07-25T05:59:55.966Z', 'subject_id': 44368134, 'retirement_reason': 'classification_count'}",vdc_0000000531A8_title_page.jpg,"A General Gazetteer, in miniature ... The whole revised ... by A. G. Findlay. Second edition",014806033,Digital Store 10002.e.20,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014806033,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000531A8,,English,,,,
295531890,4,2020-12-17 15:46:13 UTC,44360011,MDCCCLI,1851,"New edition, illustrated by maps",Non-fiction,,650 7 $aPhysical geography$2fast$0(OCoLC)fst01062647,**Finished**,,,No,,No,,William Tegg & Co.,London,enk,"{'id': 62681947, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T12:36:01.349Z', 'updated_at': '2020-07-25T05:59:55.978Z', 'retired_at': '2020-07-25T05:59:55.966Z', 'subject_id': 44368134, 'retirement_reason': 'classification_count'}",vdc_0000000531A8_title_page.jpg,"A General Gazetteer, in miniature ... The whole revised ... by A. G. Findlay. Second edition",014806033,Digital Store 10002.e.20,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014806033,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000531A8,,English,,,,
